12/22/2022 11:54:10 AM ----------------------------------------------------------------------------------------------------
12/22/2022 11:54:10 AM Name                                                                   Weight Shape                   Total Parameters               Trainable                     
12/22/2022 11:56:24 AM Epoch 0 - iter 39/51 - 10% Avg loss 3.94503
12/22/2022 11:56:37 AM Epoch 0 - iter 44/51 - 10% Avg loss 3.84113
12/22/2022 11:56:49 AM Epoch 0 - iter 49/51 - 10% Avg loss 3.77565
12/22/2022 11:56:51 AM Epoch #0: Epoch Average Loss 4.74313 - Epoch Training Time: 2.5 min(s)
12/22/2022 11:56:51 AM ----------------------------------------------------------------------------------------------------
12/22/2022 11:57:48 AM Eval Devset: Epoch #0: Average Loss 3.75111 - BLEU-1: 0.59076 - BLEU-2: 0.35732 - BLEU-3: 0.19651 - BLEU-4: 0.11953 - ROUGE_L: 0.45347 - METEOR: 0.32713 - CIDEr: 0.17902 - SPICE: 0.00000 - Epoch Testing Time: 0.95 min(s)
12/22/2022 11:57:48 AM Saving new best-model with accuracy: 0.1195
12/22/2022 11:57:48 AM ----------------------------------------------------------------------------------------------------
12/22/2022 11:57:54 AM Epoch 1 - iter 4/51 - 10% Avg loss 3.63017
12/22/2022 11:57:59 AM Epoch 1 - iter 9/51 - 10% Avg loss 3.52153
12/22/2022 11:58:05 AM Epoch 1 - iter 14/51 - 10% Avg loss 3.54054
12/22/2022 11:58:10 AM Epoch 1 - iter 19/51 - 10% Avg loss 3.49364
12/22/2022 11:58:16 AM Epoch 1 - iter 24/51 - 10% Avg loss 3.39235
12/22/2022 11:58:21 AM Epoch 1 - iter 29/51 - 10% Avg loss 3.38423
12/22/2022 11:58:26 AM Epoch 1 - iter 34/51 - 10% Avg loss 3.38284
12/22/2022 11:58:32 AM Epoch 1 - iter 39/51 - 10% Avg loss 3.32440
12/22/2022 11:58:37 AM Epoch 1 - iter 44/51 - 10% Avg loss 3.29348
12/22/2022 11:58:42 AM Epoch 1 - iter 49/51 - 10% Avg loss 3.33318
12/22/2022 11:58:43 AM Epoch #1: Epoch Average Loss 3.42466 - Epoch Training Time: 0.91 min(s)
12/22/2022 11:58:43 AM ----------------------------------------------------------------------------------------------------
12/22/2022 11:59:32 AM Eval Devset: Epoch #1: Average Loss 3.34399 - BLEU-1: 0.58470 - BLEU-2: 0.36743 - BLEU-3: 0.21634 - BLEU-4: 0.13308 - ROUGE_L: 0.46893 - METEOR: 0.32768 - CIDEr: 0.18991 - SPICE: 0.00000 - Epoch Testing Time: 0.81 min(s)
12/22/2022 11:59:32 AM Saving new best-model with accuracy: 0.1331
12/22/2022 11:59:32 AM ----------------------------------------------------------------------------------------------------
12/22/2022 11:59:37 AM Epoch 2 - iter 4/51 - 10% Avg loss 3.14808
12/22/2022 11:59:42 AM Epoch 2 - iter 9/51 - 10% Avg loss 3.08282
12/22/2022 11:59:48 AM Epoch 2 - iter 14/51 - 10% Avg loss 3.09243
12/22/2022 11:59:53 AM Epoch 2 - iter 19/51 - 10% Avg loss 3.14312
12/22/2022 11:59:58 AM Epoch 2 - iter 24/51 - 10% Avg loss 3.10820
12/22/2022 12:00:04 PM Epoch 2 - iter 29/51 - 10% Avg loss 3.12726
12/22/2022 12:00:09 PM Epoch 2 - iter 34/51 - 10% Avg loss 3.12256
12/22/2022 12:00:14 PM Epoch 2 - iter 39/51 - 10% Avg loss 3.09743
12/22/2022 12:00:20 PM Epoch 2 - iter 44/51 - 10% Avg loss 3.08318
12/22/2022 12:00:25 PM Epoch 2 - iter 49/51 - 10% Avg loss 3.07239
12/22/2022 12:00:26 PM Epoch #2: Epoch Average Loss 3.10597 - Epoch Training Time: 0.9 min(s)
12/22/2022 12:00:26 PM ----------------------------------------------------------------------------------------------------
12/22/2022 12:01:14 PM Eval Devset: Epoch #2: Average Loss 3.17995 - BLEU-1: 0.60163 - BLEU-2: 0.38005 - BLEU-3: 0.22518 - BLEU-4: 0.13894 - ROUGE_L: 0.48118 - METEOR: 0.33167 - CIDEr: 0.20475 - SPICE: 0.00000 - Epoch Testing Time: 0.8 min(s)
12/22/2022 12:01:14 PM Saving new best-model with accuracy: 0.1389
12/22/2022 12:01:15 PM ----------------------------------------------------------------------------------------------------
12/22/2022 12:01:19 PM Epoch 3 - iter 4/51 - 10% Avg loss 2.93042
12/22/2022 12:01:24 PM Epoch 3 - iter 9/51 - 10% Avg loss 2.89003
12/22/2022 12:01:29 PM Epoch 3 - iter 14/51 - 10% Avg loss 2.88563
12/22/2022 12:01:34 PM Epoch 3 - iter 19/51 - 10% Avg loss 2.91026
12/22/2022 12:01:39 PM Epoch 3 - iter 24/51 - 10% Avg loss 2.94478
12/22/2022 12:01:44 PM Epoch 3 - iter 29/51 - 10% Avg loss 2.89482
12/22/2022 12:01:49 PM Epoch 3 - iter 34/51 - 10% Avg loss 2.88193
12/22/2022 12:01:54 PM Epoch 3 - iter 39/51 - 10% Avg loss 2.91048
12/22/2022 12:01:58 PM Epoch 3 - iter 44/51 - 10% Avg loss 2.86958
12/22/2022 12:02:03 PM Epoch 3 - iter 49/51 - 10% Avg loss 2.89169
12/22/2022 12:02:04 PM Epoch #3: Epoch Average Loss 2.89879 - Epoch Training Time: 0.82 min(s)
12/22/2022 12:02:04 PM ----------------------------------------------------------------------------------------------------
12/22/2022 12:02:56 PM Eval Devset: Epoch #3: Average Loss 3.08761 - BLEU-1: 0.57869 - BLEU-2: 0.37252 - BLEU-3: 0.22415 - BLEU-4: 0.13857 - ROUGE_L: 0.48022 - METEOR: 0.33133 - CIDEr: 0.19666 - SPICE: 0.00000 - Epoch Testing Time: 0.86 min(s)
12/22/2022 12:02:56 PM 
12/22/2022 12:02:56 PM Bad Epoch. Total num bad epoch: 1
12/22/2022 12:02:56 PM ----------------------------------------------------------------------------------------------------
12/22/2022 12:03:01 PM Epoch 4 - iter 4/51 - 10% Avg loss 2.74768
12/22/2022 12:03:06 PM Epoch 4 - iter 9/51 - 10% Avg loss 2.75022
12/22/2022 12:03:11 PM Epoch 4 - iter 14/51 - 10% Avg loss 2.69574
12/22/2022 12:03:16 PM Epoch 4 - iter 19/51 - 10% Avg loss 2.74636
12/22/2022 12:03:21 PM Epoch 4 - iter 24/51 - 10% Avg loss 2.76437
12/22/2022 12:03:26 PM Epoch 4 - iter 29/51 - 10% Avg loss 2.78660
12/22/2022 12:03:31 PM Epoch 4 - iter 34/51 - 10% Avg loss 2.73249
12/22/2022 12:03:36 PM Epoch 4 - iter 39/51 - 10% Avg loss 2.71974
12/22/2022 12:03:41 PM Epoch 4 - iter 44/51 - 10% Avg loss 2.70755
12/22/2022 12:03:46 PM Epoch 4 - iter 49/51 - 10% Avg loss 2.69230
12/22/2022 12:03:47 PM Epoch #4: Epoch Average Loss 2.73387 - Epoch Training Time: 0.85 min(s)
12/22/2022 12:03:47 PM ----------------------------------------------------------------------------------------------------
12/22/2022 12:04:34 PM Eval Devset: Epoch #4: Average Loss 3.01031 - BLEU-1: 0.60799 - BLEU-2: 0.38613 - BLEU-3: 0.23797 - BLEU-4: 0.15096 - ROUGE_L: 0.48917 - METEOR: 0.33602 - CIDEr: 0.22487 - SPICE: 0.00000 - Epoch Testing Time: 0.79 min(s)
12/22/2022 12:04:34 PM Saving new best-model with accuracy: 0.1510
12/22/2022 12:04:35 PM ----------------------------------------------------------------------------------------------------
12/22/2022 12:04:40 PM Epoch 5 - iter 4/51 - 10% Avg loss 2.57747
12/22/2022 12:04:45 PM Epoch 5 - iter 9/51 - 10% Avg loss 2.52731
12/22/2022 12:04:50 PM Epoch 5 - iter 14/51 - 10% Avg loss 2.58868
12/22/2022 12:04:55 PM Epoch 5 - iter 19/51 - 10% Avg loss 2.57276
12/22/2022 12:05:00 PM Epoch 5 - iter 24/51 - 10% Avg loss 2.57782
12/22/2022 12:05:05 PM Epoch 5 - iter 29/51 - 10% Avg loss 2.58180
12/22/2022 12:05:10 PM Epoch 5 - iter 34/51 - 10% Avg loss 2.59278
12/22/2022 12:05:15 PM Epoch 5 - iter 39/51 - 10% Avg loss 2.62582
12/22/2022 12:05:20 PM Epoch 5 - iter 44/51 - 10% Avg loss 2.60921
12/22/2022 12:05:26 PM Epoch 5 - iter 49/51 - 10% Avg loss 2.61588
12/22/2022 12:05:26 PM Epoch #5: Epoch Average Loss 2.58732 - Epoch Training Time: 0.86 min(s)
12/22/2022 12:05:26 PM ----------------------------------------------------------------------------------------------------
12/22/2022 12:06:14 PM Eval Devset: Epoch #5: Average Loss 2.95686 - BLEU-1: 0.61074 - BLEU-2: 0.39505 - BLEU-3: 0.24480 - BLEU-4: 0.15565 - ROUGE_L: 0.49600 - METEOR: 0.33837 - CIDEr: 0.25563 - SPICE: 0.00000 - Epoch Testing Time: 0.8 min(s)
12/22/2022 12:06:14 PM Saving new best-model with accuracy: 0.1557
12/22/2022 12:06:14 PM ----------------------------------------------------------------------------------------------------
12/22/2022 12:06:19 PM Epoch 6 - iter 4/51 - 10% Avg loss 2.42080
12/22/2022 12:06:24 PM Epoch 6 - iter 9/51 - 10% Avg loss 2.45230
12/22/2022 12:06:29 PM Epoch 6 - iter 14/51 - 10% Avg loss 2.46909
12/22/2022 12:06:34 PM Epoch 6 - iter 19/51 - 10% Avg loss 2.42862
12/22/2022 12:06:39 PM Epoch 6 - iter 24/51 - 10% Avg loss 2.48704
12/22/2022 12:06:44 PM Epoch 6 - iter 29/51 - 10% Avg loss 2.47459
12/22/2022 12:06:48 PM Epoch 6 - iter 34/51 - 10% Avg loss 2.45974
12/22/2022 12:06:53 PM Epoch 6 - iter 39/51 - 10% Avg loss 2.42613
12/22/2022 12:06:58 PM Epoch 6 - iter 44/51 - 10% Avg loss 2.47023
12/22/2022 12:07:03 PM Epoch 6 - iter 49/51 - 10% Avg loss 2.47951
12/22/2022 12:07:04 PM Epoch #6: Epoch Average Loss 2.45688 - Epoch Training Time: 0.82 min(s)
12/22/2022 12:07:04 PM ----------------------------------------------------------------------------------------------------
12/22/2022 12:07:55 PM Eval Devset: Epoch #6: Average Loss 2.92251 - BLEU-1: 0.54470 - BLEU-2: 0.34327 - BLEU-3: 0.21203 - BLEU-4: 0.13449 - ROUGE_L: 0.47002 - METEOR: 0.33170 - CIDEr: 0.21693 - SPICE: 0.00000 - Epoch Testing Time: 0.85 min(s)
12/22/2022 12:07:55 PM 
12/22/2022 12:07:55 PM Bad Epoch. Total num bad epoch: 1
12/22/2022 12:07:55 PM ----------------------------------------------------------------------------------------------------
12/22/2022 12:08:00 PM Epoch 7 - iter 4/51 - 10% Avg loss 2.30984
12/22/2022 12:08:05 PM Epoch 7 - iter 9/51 - 10% Avg loss 2.31572
12/22/2022 12:08:10 PM Epoch 7 - iter 14/51 - 10% Avg loss 2.31519
12/22/2022 12:08:14 PM Epoch 7 - iter 19/51 - 10% Avg loss 2.35469
12/22/2022 12:08:19 PM Epoch 7 - iter 24/51 - 10% Avg loss 2.28753
12/22/2022 12:08:24 PM Epoch 7 - iter 29/51 - 10% Avg loss 2.37052
12/22/2022 12:08:29 PM Epoch 7 - iter 34/51 - 10% Avg loss 2.33777
12/22/2022 12:08:34 PM Epoch 7 - iter 39/51 - 10% Avg loss 2.32540
12/22/2022 12:08:39 PM Epoch 7 - iter 44/51 - 10% Avg loss 2.36989
12/22/2022 12:08:43 PM Epoch 7 - iter 49/51 - 10% Avg loss 2.34985
12/22/2022 12:08:44 PM Epoch #7: Epoch Average Loss 2.33292 - Epoch Training Time: 0.82 min(s)
12/22/2022 12:08:44 PM ----------------------------------------------------------------------------------------------------
12/22/2022 12:09:31 PM Eval Devset: Epoch #7: Average Loss 2.89381 - BLEU-1: 0.62594 - BLEU-2: 0.41720 - BLEU-3: 0.27265 - BLEU-4: 0.18341 - ROUGE_L: 0.50655 - METEOR: 0.34342 - CIDEr: 0.29048 - SPICE: 0.00000 - Epoch Testing Time: 0.78 min(s)
12/22/2022 12:09:31 PM Saving new best-model with accuracy: 0.1834
12/22/2022 12:09:31 PM ----------------------------------------------------------------------------------------------------
12/22/2022 12:09:36 PM Epoch 8 - iter 4/51 - 10% Avg loss 2.18019
12/22/2022 12:09:41 PM Epoch 8 - iter 9/51 - 10% Avg loss 2.19251
12/22/2022 12:09:46 PM Epoch 8 - iter 14/51 - 10% Avg loss 2.21896
12/22/2022 12:09:51 PM Epoch 8 - iter 19/51 - 10% Avg loss 2.21111
12/22/2022 12:09:56 PM Epoch 8 - iter 24/51 - 10% Avg loss 2.17681
12/22/2022 12:10:01 PM Epoch 8 - iter 29/51 - 10% Avg loss 2.22089
12/22/2022 12:10:06 PM Epoch 8 - iter 34/51 - 10% Avg loss 2.23585
12/22/2022 12:10:11 PM Epoch 8 - iter 39/51 - 10% Avg loss 2.21911
12/22/2022 12:10:16 PM Epoch 8 - iter 44/51 - 10% Avg loss 2.27164
12/22/2022 12:10:21 PM Epoch 8 - iter 49/51 - 10% Avg loss 2.25171
12/22/2022 12:10:22 PM Epoch #8: Epoch Average Loss 2.21908 - Epoch Training Time: 0.84 min(s)
12/22/2022 12:10:22 PM ----------------------------------------------------------------------------------------------------
12/22/2022 12:11:10 PM Eval Devset: Epoch #8: Average Loss 2.87802 - BLEU-1: 0.60926 - BLEU-2: 0.39998 - BLEU-3: 0.26237 - BLEU-4: 0.17740 - ROUGE_L: 0.50128 - METEOR: 0.34182 - CIDEr: 0.27212 - SPICE: 0.00000 - Epoch Testing Time: 0.8 min(s)
12/22/2022 12:11:10 PM 
12/22/2022 12:11:10 PM Bad Epoch. Total num bad epoch: 1
12/22/2022 12:11:10 PM ----------------------------------------------------------------------------------------------------
12/22/2022 12:11:15 PM Epoch 9 - iter 4/51 - 10% Avg loss 2.06190
12/22/2022 12:11:20 PM Epoch 9 - iter 9/51 - 10% Avg loss 2.11589
12/22/2022 12:11:25 PM Epoch 9 - iter 14/51 - 10% Avg loss 2.10195
12/22/2022 12:11:30 PM Epoch 9 - iter 19/51 - 10% Avg loss 2.07481
12/22/2022 12:11:35 PM Epoch 9 - iter 24/51 - 10% Avg loss 2.14966
12/22/2022 12:11:40 PM Epoch 9 - iter 29/51 - 10% Avg loss 2.11311
12/22/2022 12:11:44 PM Epoch 9 - iter 34/51 - 10% Avg loss 2.10613
12/22/2022 12:11:49 PM Epoch 9 - iter 39/51 - 10% Avg loss 2.07715
12/22/2022 12:11:54 PM Epoch 9 - iter 44/51 - 10% Avg loss 2.11570
12/22/2022 12:11:59 PM Epoch 9 - iter 49/51 - 10% Avg loss 2.15074
12/22/2022 12:12:00 PM Epoch #9: Epoch Average Loss 2.10661 - Epoch Training Time: 0.83 min(s)
12/22/2022 12:12:00 PM ----------------------------------------------------------------------------------------------------
12/22/2022 12:12:48 PM Eval Devset: Epoch #9: Average Loss 2.87259 - BLEU-1: 0.61337 - BLEU-2: 0.40473 - BLEU-3: 0.26076 - BLEU-4: 0.17358 - ROUGE_L: 0.50320 - METEOR: 0.34318 - CIDEr: 0.29946 - SPICE: 0.00000 - Epoch Testing Time: 0.81 min(s)
12/22/2022 12:12:48 PM 
12/22/2022 12:12:48 PM Bad Epoch. Total num bad epoch: 2
12/22/2022 12:12:48 PM ----------------------------------------------------------------------------------------------------
12/22/2022 12:12:54 PM Epoch 10 - iter 4/51 - 10% Avg loss 1.96723
12/22/2022 12:12:59 PM Epoch 10 - iter 9/51 - 10% Avg loss 1.96687
12/22/2022 12:13:04 PM Epoch 10 - iter 14/51 - 10% Avg loss 1.98152
12/22/2022 12:13:10 PM Epoch 10 - iter 19/51 - 10% Avg loss 1.97277
12/22/2022 12:13:15 PM Epoch 10 - iter 24/51 - 10% Avg loss 1.96499
12/22/2022 12:13:20 PM Epoch 10 - iter 29/51 - 10% Avg loss 1.99973
12/22/2022 12:13:25 PM Epoch 10 - iter 34/51 - 10% Avg loss 2.02712
12/22/2022 12:13:31 PM Epoch 10 - iter 39/51 - 10% Avg loss 2.01173
12/22/2022 12:13:36 PM Epoch 10 - iter 44/51 - 10% Avg loss 2.04236
12/22/2022 12:13:41 PM Epoch 10 - iter 49/51 - 10% Avg loss 2.02822
12/22/2022 12:13:42 PM Epoch #10: Epoch Average Loss 1.99560 - Epoch Training Time: 0.89 min(s)
12/22/2022 12:13:42 PM ----------------------------------------------------------------------------------------------------
12/22/2022 12:14:29 PM Eval Devset: Epoch #10: Average Loss 2.87107 - BLEU-1: 0.62716 - BLEU-2: 0.41881 - BLEU-3: 0.27740 - BLEU-4: 0.18949 - ROUGE_L: 0.50560 - METEOR: 0.34396 - CIDEr: 0.29171 - SPICE: 0.00000 - Epoch Testing Time: 0.78 min(s)
12/22/2022 12:14:29 PM Saving new best-model with accuracy: 0.1895
12/22/2022 12:14:29 PM ----------------------------------------------------------------------------------------------------
12/22/2022 12:14:34 PM Epoch 11 - iter 4/51 - 10% Avg loss 1.86751
12/22/2022 12:14:40 PM Epoch 11 - iter 9/51 - 10% Avg loss 1.87008
12/22/2022 12:14:45 PM Epoch 11 - iter 14/51 - 10% Avg loss 1.86166
12/22/2022 12:14:51 PM Epoch 11 - iter 19/51 - 10% Avg loss 1.90204
12/22/2022 12:14:56 PM Epoch 11 - iter 24/51 - 10% Avg loss 1.88479
12/22/2022 12:15:01 PM Epoch 11 - iter 29/51 - 10% Avg loss 1.89909
12/22/2022 12:15:06 PM Epoch 11 - iter 34/51 - 10% Avg loss 1.88757
12/22/2022 12:15:11 PM Epoch 11 - iter 39/51 - 10% Avg loss 1.90342
12/22/2022 12:15:17 PM Epoch 11 - iter 44/51 - 10% Avg loss 1.91595
12/22/2022 12:15:22 PM Epoch 11 - iter 49/51 - 10% Avg loss 1.93555
12/22/2022 12:15:22 PM Epoch #11: Epoch Average Loss 1.89353 - Epoch Training Time: 0.89 min(s)
12/22/2022 12:15:23 PM ----------------------------------------------------------------------------------------------------
12/22/2022 12:16:09 PM Eval Devset: Epoch #11: Average Loss 2.87001 - BLEU-1: 0.63252 - BLEU-2: 0.42174 - BLEU-3: 0.27893 - BLEU-4: 0.18903 - ROUGE_L: 0.51011 - METEOR: 0.34438 - CIDEr: 0.29725 - SPICE: 0.00000 - Epoch Testing Time: 0.77 min(s)
12/22/2022 12:16:09 PM 
12/22/2022 12:16:09 PM Bad Epoch. Total num bad epoch: 1
12/22/2022 12:16:09 PM ----------------------------------------------------------------------------------------------------
12/22/2022 12:16:14 PM Epoch 12 - iter 4/51 - 10% Avg loss 1.74947
12/22/2022 12:16:19 PM Epoch 12 - iter 9/51 - 10% Avg loss 1.75140
12/22/2022 12:16:24 PM Epoch 12 - iter 14/51 - 10% Avg loss 1.76011
12/22/2022 12:16:28 PM Epoch 12 - iter 19/51 - 10% Avg loss 1.76819
12/22/2022 12:16:33 PM Epoch 12 - iter 24/51 - 10% Avg loss 1.81009
12/22/2022 12:16:38 PM Epoch 12 - iter 29/51 - 10% Avg loss 1.83584
12/22/2022 12:16:43 PM Epoch 12 - iter 34/51 - 10% Avg loss 1.81187
12/22/2022 12:16:48 PM Epoch 12 - iter 39/51 - 10% Avg loss 1.82501
12/22/2022 12:16:53 PM Epoch 12 - iter 44/51 - 10% Avg loss 1.80833
12/22/2022 12:16:58 PM Epoch 12 - iter 49/51 - 10% Avg loss 1.82047
12/22/2022 12:16:58 PM Epoch #12: Epoch Average Loss 1.79651 - Epoch Training Time: 0.82 min(s)
12/22/2022 12:16:58 PM ----------------------------------------------------------------------------------------------------
12/22/2022 12:17:45 PM Eval Devset: Epoch #12: Average Loss 2.88756 - BLEU-1: 0.63001 - BLEU-2: 0.41735 - BLEU-3: 0.27482 - BLEU-4: 0.18494 - ROUGE_L: 0.50787 - METEOR: 0.34387 - CIDEr: 0.28520 - SPICE: 0.00000 - Epoch Testing Time: 0.78 min(s)
12/22/2022 12:17:45 PM 
12/22/2022 12:17:45 PM Bad Epoch. Total num bad epoch: 2
12/22/2022 12:17:45 PM ----------------------------------------------------------------------------------------------------
12/22/2022 12:17:50 PM Epoch 13 - iter 4/51 - 10% Avg loss 1.64178
12/22/2022 12:17:55 PM Epoch 13 - iter 9/51 - 10% Avg loss 1.66575
12/22/2022 12:18:00 PM Epoch 13 - iter 14/51 - 10% Avg loss 1.66924
12/22/2022 12:18:04 PM Epoch 13 - iter 19/51 - 10% Avg loss 1.69271
12/22/2022 12:18:09 PM Epoch 13 - iter 24/51 - 10% Avg loss 1.67043
12/22/2022 12:18:14 PM Epoch 13 - iter 29/51 - 10% Avg loss 1.68026
12/22/2022 12:18:19 PM Epoch 13 - iter 34/51 - 10% Avg loss 1.71107
12/22/2022 12:18:24 PM Epoch 13 - iter 39/51 - 10% Avg loss 1.74425
12/22/2022 12:18:29 PM Epoch 13 - iter 44/51 - 10% Avg loss 1.72524
12/22/2022 12:18:33 PM Epoch 13 - iter 49/51 - 10% Avg loss 1.74078
12/22/2022 12:18:34 PM Epoch #13: Epoch Average Loss 1.69511 - Epoch Training Time: 0.82 min(s)
12/22/2022 12:18:34 PM ----------------------------------------------------------------------------------------------------
12/22/2022 12:19:22 PM Eval Devset: Epoch #13: Average Loss 2.90231 - BLEU-1: 0.60431 - BLEU-2: 0.40250 - BLEU-3: 0.26635 - BLEU-4: 0.18110 - ROUGE_L: 0.50630 - METEOR: 0.34298 - CIDEr: 0.30172 - SPICE: 0.00000 - Epoch Testing Time: 0.79 min(s)
12/22/2022 12:19:22 PM 
12/22/2022 12:19:22 PM Bad Epoch. Total num bad epoch: 3
12/22/2022 12:19:22 PM ----------------------------------------------------------------------------------------------------
12/22/2022 12:19:27 PM Epoch 14 - iter 4/51 - 10% Avg loss 1.55002
12/22/2022 12:19:32 PM Epoch 14 - iter 9/51 - 10% Avg loss 1.57344
12/22/2022 12:19:36 PM Epoch 14 - iter 14/51 - 10% Avg loss 1.58873
12/22/2022 12:19:41 PM Epoch 14 - iter 19/51 - 10% Avg loss 1.60719
12/22/2022 12:19:46 PM Epoch 14 - iter 24/51 - 10% Avg loss 1.59404
12/22/2022 12:19:51 PM Epoch 14 - iter 29/51 - 10% Avg loss 1.61368
12/22/2022 12:19:56 PM Epoch 14 - iter 34/51 - 10% Avg loss 1.61127
12/22/2022 12:20:01 PM Epoch 14 - iter 39/51 - 10% Avg loss 1.62670
12/22/2022 12:20:06 PM Epoch 14 - iter 44/51 - 10% Avg loss 1.58762
12/22/2022 12:20:10 PM Epoch 14 - iter 49/51 - 10% Avg loss 1.63789
12/22/2022 12:20:11 PM Epoch #14: Epoch Average Loss 1.59974 - Epoch Training Time: 0.82 min(s)
12/22/2022 12:20:11 PM ----------------------------------------------------------------------------------------------------
12/22/2022 12:20:59 PM Eval Devset: Epoch #14: Average Loss 2.92213 - BLEU-1: 0.62449 - BLEU-2: 0.41739 - BLEU-3: 0.27733 - BLEU-4: 0.18768 - ROUGE_L: 0.51180 - METEOR: 0.34596 - CIDEr: 0.32255 - SPICE: 0.00000 - Epoch Testing Time: 0.79 min(s)
12/22/2022 12:20:59 PM 
12/22/2022 12:20:59 PM Bad Epoch. Total num bad epoch: 4
12/22/2022 12:20:59 PM ----------------------------------------------------------------------------------------------------
12/22/2022 12:21:04 PM Epoch 15 - iter 4/51 - 10% Avg loss 1.49301
12/22/2022 12:21:08 PM Epoch 15 - iter 9/51 - 10% Avg loss 1.45017
12/22/2022 12:21:13 PM Epoch 15 - iter 14/51 - 10% Avg loss 1.47838
12/22/2022 12:21:18 PM Epoch 15 - iter 19/51 - 10% Avg loss 1.49183
12/22/2022 12:21:23 PM Epoch 15 - iter 24/51 - 10% Avg loss 1.49449
12/22/2022 12:21:28 PM Epoch 15 - iter 29/51 - 10% Avg loss 1.53249
12/22/2022 12:21:33 PM Epoch 15 - iter 34/51 - 10% Avg loss 1.51937
12/22/2022 12:21:38 PM Epoch 15 - iter 39/51 - 10% Avg loss 1.50649
12/22/2022 12:21:42 PM Epoch 15 - iter 44/51 - 10% Avg loss 1.54443
12/22/2022 12:21:47 PM Epoch 15 - iter 49/51 - 10% Avg loss 1.54280
12/22/2022 12:21:48 PM Epoch #15: Epoch Average Loss 1.50646 - Epoch Training Time: 0.82 min(s)
12/22/2022 12:21:48 PM ----------------------------------------------------------------------------------------------------
12/22/2022 12:22:34 PM Eval Devset: Epoch #15: Average Loss 2.94339 - BLEU-1: 0.63681 - BLEU-2: 0.43096 - BLEU-3: 0.28661 - BLEU-4: 0.19466 - ROUGE_L: 0.51553 - METEOR: 0.34850 - CIDEr: 0.34092 - SPICE: 0.00000 - Epoch Testing Time: 0.76 min(s)
12/22/2022 12:22:34 PM Saving new best-model with accuracy: 0.1947
12/22/2022 12:22:34 PM ----------------------------------------------------------------------------------------------------
12/22/2022 12:22:39 PM Epoch 16 - iter 4/51 - 10% Avg loss 1.38267
12/22/2022 12:22:44 PM Epoch 16 - iter 9/51 - 10% Avg loss 1.39533
12/22/2022 12:22:49 PM Epoch 16 - iter 14/51 - 10% Avg loss 1.37709
12/22/2022 12:22:54 PM Epoch 16 - iter 19/51 - 10% Avg loss 1.41193
12/22/2022 12:22:59 PM Epoch 16 - iter 24/51 - 10% Avg loss 1.41158
12/22/2022 12:23:03 PM Epoch 16 - iter 29/51 - 10% Avg loss 1.42036
12/22/2022 12:23:08 PM Epoch 16 - iter 34/51 - 10% Avg loss 1.44028
12/22/2022 12:23:13 PM Epoch 16 - iter 39/51 - 10% Avg loss 1.43968
12/22/2022 12:23:18 PM Epoch 16 - iter 44/51 - 10% Avg loss 1.42468
12/22/2022 12:23:23 PM Epoch 16 - iter 49/51 - 10% Avg loss 1.44403
12/22/2022 12:23:23 PM Epoch #16: Epoch Average Loss 1.41618 - Epoch Training Time: 0.82 min(s)
12/22/2022 12:23:24 PM ----------------------------------------------------------------------------------------------------
12/22/2022 12:24:10 PM Eval Devset: Epoch #16: Average Loss 2.96195 - BLEU-1: 0.62590 - BLEU-2: 0.41915 - BLEU-3: 0.27877 - BLEU-4: 0.18948 - ROUGE_L: 0.51457 - METEOR: 0.34695 - CIDEr: 0.32884 - SPICE: 0.00000 - Epoch Testing Time: 0.77 min(s)
12/22/2022 12:24:10 PM 
12/22/2022 12:24:10 PM Bad Epoch. Total num bad epoch: 1
12/22/2022 12:24:10 PM ----------------------------------------------------------------------------------------------------
12/22/2022 12:24:15 PM Epoch 17 - iter 4/51 - 10% Avg loss 1.29194
12/22/2022 12:24:20 PM Epoch 17 - iter 9/51 - 10% Avg loss 1.30752
12/22/2022 12:24:25 PM Epoch 17 - iter 14/51 - 10% Avg loss 1.32267
12/22/2022 12:24:29 PM Epoch 17 - iter 19/51 - 10% Avg loss 1.29063
12/22/2022 12:24:34 PM Epoch 17 - iter 24/51 - 10% Avg loss 1.33622
12/22/2022 12:24:39 PM Epoch 17 - iter 29/51 - 10% Avg loss 1.34606
12/22/2022 12:24:44 PM Epoch 17 - iter 34/51 - 10% Avg loss 1.34298
12/22/2022 12:24:49 PM Epoch 17 - iter 39/51 - 10% Avg loss 1.36173
12/22/2022 12:24:54 PM Epoch 17 - iter 44/51 - 10% Avg loss 1.32888
12/22/2022 12:24:59 PM Epoch 17 - iter 49/51 - 10% Avg loss 1.37082
12/22/2022 12:24:59 PM Epoch #17: Epoch Average Loss 1.33056 - Epoch Training Time: 0.82 min(s)
12/22/2022 12:25:00 PM ----------------------------------------------------------------------------------------------------
12/22/2022 12:25:47 PM Eval Devset: Epoch #17: Average Loss 3.00199 - BLEU-1: 0.61802 - BLEU-2: 0.41230 - BLEU-3: 0.27463 - BLEU-4: 0.18649 - ROUGE_L: 0.51431 - METEOR: 0.34611 - CIDEr: 0.32031 - SPICE: 0.00000 - Epoch Testing Time: 0.78 min(s)
12/22/2022 12:25:47 PM 
12/22/2022 12:25:47 PM Bad Epoch. Total num bad epoch: 2
12/22/2022 12:25:47 PM ----------------------------------------------------------------------------------------------------
12/22/2022 12:25:52 PM Epoch 18 - iter 4/51 - 10% Avg loss 1.20721
